,items/Apple.txt,items/Armor.txt,items/Arrow.txt,items/Axe.txt,items/axes.txt,items/Baked_Potato.txt,items/beef.txt,items/Beetroot.txt,items/Beetroot_Seeds.txt,items/Beetroot_Soup.txt,items/blaze-powder.txt,items/blaze-rods.txt,items/Blaze_Powder.txt,items/Blaze_Rod.txt,items/Boat.txt,items/boats.txt,items/bone-meal.txt,items/Bone.txt,items/bones.txt,items/Bone_Meal.txt,items/Book.txt,items/books.txt,items/Book_and_Quill.txt,items/Boots.txt,items/bottle-o-enchanting.txt,items/Bottle_o%27_Enchanting.txt,items/Bow.txt,items/Bowl.txt,items/bowls.txt,items/Bread.txt,items/Bucket.txt,items/buckets.txt,items/Cactus_Green.txt,items/Carrot.txt,items/Carrot_on_a_Stick.txt,items/Charcoal.txt,items/Chestplate.txt,items/chicken-cooked.txt,items/chicken-raw.txt,items/clay-balls.txt,items/clay.txt,items/Clock.txt,items/clocks.txt,items/Coal.txt,items/cocoa-beans.txt,items/Cocoa_Beans.txt,items/Compass.txt,items/Cooked_Chicken.txt,items/Cooked_Fish.txt,items/Cooked_Mutton.txt,items/Cooked_Porkchop.txt,items/Cooked_Rabbit.txt,items/Cooked_Salmon.txt,items/Cookie.txt,items/Cyan_Dye.txt,items/Dandelion_Yellow.txt,items/Diamond.txt,items/Dyes.txt,items/Egg.txt,items/eggs.txt,items/Emerald.txt,items/Enchanted_Book.txt,items/Enchanted_Golden_Apple.txt,items/ender-pearl.txt,items/Ender_Pearl.txt,items/Entity.txt,items/Experience.txt,items/Experience_Orb.txt,items/eye-of-ender.txt,items/Eye_of_Ender.txt,items/Feather.txt,items/fermented-spider-eye.txt,items/Fermented_Spider_Eye.txt,items/fire-charge.txt,items/Firework_Rocket.txt,items/Firework_Star.txt,items/Fire_Charge.txt,items/fish-cooked.txt,items/fish-raw.txt,items/fishing-rod.txt,items/Fishing_Rod.txt,items/flint-and-steel.txt,items/Flint.txt,items/Flint_and_Steel.txt,items/ghast-tear.txt,items/Ghast_Tear.txt,items/glass-bottle.txt,items/Glass_Bottle.txt,items/glistering-melon.txt,items/Glistering_Melon.txt,items/glowstone-dust.txt,items/Glowstone_Dust.txt,items/gold-ingot.txt,items/gold-nuggets.txt,items/golden-apple.txt,items/Golden_Apple.txt,items/Golden_Carrot.txt,items/Gold_Ingot.txt,items/Gold_Nugget.txt,items/Gray_Dye.txt,items/gunpowder.txt,items/Helmet.txt,items/hoe.txt,items/Horse_Armor.txt,items/Ingot.txt,items/Ink_Sac.txt,items/iron-ingot.txt,items/Iron_Ingot.txt,items/items.txt,items/Item_(entity).txt,items/Lapis_Lazuli.txt,items/Lead.txt,items/Leather-Chainmail_Armor.txt,items/Leather.txt,items/Leggings.txt,items/Light_Blue_Dye.txt,items/Light_Gray_Dye.txt,items/Lime_Dye.txt,items/Magenta_Dye.txt,items/magma-cream.txt,items/Magma_Cream.txt,items/map.txt,items/melon-seeds.txt,items/melon-slice.txt,items/Melon_Seeds.txt,items/Melon_Slice.txt,items/Milk.txt,items/Mushroom_Stew.txt,items/music-discs.txt,items/Music_Disc.txt,items/Music_Disc_11.txt,items/Name_Tag.txt,items/Nether_Brick_(item).txt,items/Nether_Quartz.txt,items/Nether_Star.txt,items/Orange_Dye.txt,items/Paper.txt,items/Pickaxe.txt,items/pickaxes.txt,items/Pink_Dye.txt,items/Poisonous_Potato.txt,items/porkchop-cooked.txt,items/porkchop-raw.txt,items/Potato.txt,items/potion-of-fire-resistance.txt,items/potion-of-harming.txt,items/potion-of-healing.txt,items/potion-of-poison.txt,items/potion-of-regeneration.txt,items/potion-of-slowness.txt,items/potion-of-strength.txt,items/potion-of-swiftness.txt,items/potion-of-weakness.txt,items/Potion.txt,items/Potions.txt,items/Prismarine_Crystals.txt,items/Prismarine_Shard.txt,items/pumpkin-seeds.txt,items/Pumpkin_Pie.txt,items/Pumpkin_Seeds.txt,items/Purple_Dye.txt,items/Rabbit%27s_Foot.txt,items/Rabbit_Hide.txt,items/Rabbit_Stew.txt,items/Raw_Beef.txt,items/Raw_Chicken.txt,items/Raw_Fish.txt,items/Raw_Mutton.txt,items/Raw_Porkchop.txt,items/Raw_Rabbit.txt,items/Raw_Salmon.txt,items/redstone-dust.txt,items/Redstone.txt,items/Rose_Red.txt,items/rotten-flesh.txt,items/Rotten_Flesh.txt,items/saddle.txt,items/Salmon.txt,items/Seeds.txt,items/Shears.txt,items/Shovel.txt,items/shovels.txt,items/Slimeball.txt,items/slimeballs.txt,items/Snowball.txt,items/spawn-eggs.txt,items/Spawn_Egg.txt,items/spider-eyes.txt,items/Spider_Eye.txt,items/splash-potion-of-fire-resistance.txt,items/splash-potion-of-harming.txt,items/splash-potion-of-healing.txt,items/splash-potion-of-poison.txt,items/splash-potion-of-regeneration.txt,items/splash-potion-of-slowness.txt,items/splash-potion-of-strength.txt,items/splash-potion-of-swiftness.txt,items/splash-potion-of-weakness.txt,items/Splash_Potion.txt,items/Splash_Potions.txt,items/Steak.txt,items/Stick.txt,items/sticks.txt,items/String.txt,items/sugar.txt,items/Sword.txt,items/swords.txt,items/Tools.txt,items/wheat.txt,items/Wheat_Seeds.txt,items/Written_Book.txt
item,0.0037251906976503006,0.002320903594355122,0.0,0.009029862251104328,0.006799595068602657,0.03527289941837628,0.0,0.0,0.008958196677682865,0.0165990114910006,0.0,0.0,0.05643663906940205,0.0418049178291867,0.004710904763723042,0.0,0.0,0.017102011839212745,0.0,0.001973309058370701,0.015253145694432988,0.0,0.003583278671073146,0.0,0.006967486304864451,0.012268834580304793,0.0016846757931164792,0.04031188504957289,0.0,0.0024378677783758987,0.0,0.0,0.0,0.005739319227396818,0.0082995057455003,0.0,0.0,0.0,0.0,0.0,0.005643663906940205,0.007926494251320512,0.010287928997026416,0.0019596055232431265,0.0,0.0,0.010529223706977994,0.0037129367808817135,0.0,0.015391810655291467,0.004514931125552164,0.03937439935074562,0.0,0.004514931125552164,0.0,0.0,0.008958196677682865,0.0,0.007678454295156741,0.0,0.0,0.02272616338365183,0.02152244710273807,0.0,0.0024118221824530792,0.0019664334170523363,0.003092418579145318,0.0038457675686134275,0.0,0.0024326137529914675,0.010451229457296676,0.007626572847216494,0.02257465562776082,0.0,0.00814969517247683,0.006967486304864451,0.004742574711714458,0.0,0.0,0.005560260006837641,0.003932866834104673,0.012376455936272379,0.0,0.0,0.0,0.04703053255783504,0.0,0.014287756726430898,0.0,0.02090245891459335,0.0,0.0060684558139141994,0.0,0.0,0.0,0.003803008023544613,0.010077971262393223,0.0,0.01128732781388041,0.0,0.0017859695908038623,0.0,0.0,0.00578837323788739,0.0,0.008749866522387914,0.00732943364537689,0.01151768144273511,0.010402254623851049,0.05349444461554696,0.003974411202070567,0.014180060067688958,0.0,0.005940698849410742,0.0,0.0,0.0,0.004625954022082135,0.0,0.0,0.03135368837189002,0.006116286007521404,0.0,0.0,0.00732943364537689,0.0,0.016518040703239624,0.017102011839212745,0.002713299955259714,0.006486970007977247,0.0,0.002170639964207771,0.08062377009914579,0.012826508879409558,0.022132015321334138,0.0,0.006270737674378006,0.003821894293638965,0.0,0.0,0.010077971262393223,0.006201828469165061,0.0,0.00537491800660972,0.0,0.0,0.0,0.0,0.010451229457296676,0.0,0.0,0.0,0.0,0.004045637209276132,0.0017499733044775828,0.013124799783581872,0.024537669160609586,0.0,0.01934970482379499,0.004782766022830683,0.0,0.059406988494107416,0.030506291388865975,0.006201828469165061,0.007377338440444713,0.007678454295156741,0.006156724262116588,0.01676335813942635,0.01151768144273511,0.01763644970918814,0.010261207103527644,0.0,0.005364699531311982,0.0,0.0,0.010018338296343559,0.004045637209276132,0.0,0.002257465562776082,0.0,0.0,0.0,0.0331980229820012,0.012007795546681287,0.008682559856831085,0.004588344639788785,0.0022219149239922067,0.0,0.008864393571110268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008024166692332045,0.049797034473001815,0.03527289941837628,0.005005466879769583,0.009005846660010964,0.0,0.0,0.01333148954395324,0.00764378858727793,0.004588344639788785,0.008005197031120858
rare,0.017024880602219704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011141552532338166,0.0,0.0,0.0,0.026229858419352048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019689079475086146,0.0,0.0,0.010428312983435115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033497005340730975,0.0,0.0008057698879213636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012400333707866756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005822278580668814,0.0,0.0,0.04605838234350509,0.0,0.0,0.024564470583202717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135751021644015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04689580747702336,0.0,0.0,0.0,0.0,0.0,0.0,0.07936213573034724,0.0,0.0,0.027734079690712746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
found,0.018930123994803635,0.0007862683441296097,0.002201853194021306,0.0,0.006910635627018678,0.0,0.0,0.0,0.03641795282809843,0.0,0.03529740043338771,0.029042164913546848,0.0,0.0,0.0,0.0,0.0,0.017381295667956067,0.02941450036115642,0.004011068231066785,0.031004473353651366,0.015094283080067111,0.0,0.005882900072231284,0.0,0.0,0.0017121873344553738,0.0,0.0,0.022299113664721176,0.0,0.013821271254037357,0.0,0.011666089973746784,0.0,0.013035971750967051,0.0,0.0,0.0,0.01712187334455374,0.011471655140851005,0.0,0.0,0.01991606795286633,0.0559592933700049,0.005360586514416357,0.004280468336138435,0.0,0.0,0.0,0.0,0.0,0.0,0.01835464822536161,0.0,0.0,0.012139317609366143,0.0,0.0,0.0,0.011471655140851005,0.007699097409967117,0.0,0.014162537210927166,0.004902416726859404,0.0,0.0,0.0,0.0,0.004944678940021985,0.0,0.015502236676825683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00837347090573066,0.0,0.0,0.0,0.0,0.0,0.03186570872458612,0.0,0.012606214440495611,0.0,0.026270965971414515,0.028679137852127515,0.01201220433596964,0.007730225836152968,0.0,0.0,0.0,0.0,0.007260541228386712,0.005651061645739411,0.003798561304917551,0.011765800144462569,0.0,0.008892755923140313,0.029796506859353263,0.0,0.007525921835609843,0.0,0.00807863038088099,0.0,0.0,0.0,0.006200894670730274,0.0,0.0,0.0,0.0,0.01103043763543366,0.0,0.0,0.0,0.007751118338412842,0.009932168953117753,0.0,0.0,0.0,0.00551521881771683,0.03296452626681323,0.0,0.0,0.0,0.0,0.0,0.0,0.01274628348983445,0.0,0.01274628348983445,0.0,0.0,0.0,0.0,0.021850771696859058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014339568926063757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004625667395504437,0.0,0.0,0.0,0.013575923243610656,0.008223408703119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011471655140851005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023899281543439593,0.007630812732273395,0.0,0.0,0.0065929052533626464,0.0,0.0077686152195379264,0.02797964668500245,0.0
dungeon,0.00666552350924377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025892995170523875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013086308574303644,0.026574389780274505,0.02433317618434774,0.0,0.0,0.0,0.0,0.009056742705385033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049259844470752746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00807861449320345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013554722304032634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027292616531092738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015417203231304293,0.0,0.010574102739795092,0.021775241221572643,0.0,0.0,0.0,0.0,0.0191739268034892,0.0,0.0,0.031071594204628655,0.0,0.0,0.026229267835076137,0.020608710441845535,0.0025237783483922052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008743089278358712,0.0,0.0,0.0,0.009709873188946455,0.011607204731614152,0.0,0.007767898551157164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008143764610084122,0.0,0.0,0.0,0.0,0.014477803751260662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020196536233008624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01791267071663736,0.0,0.0,0.0,0.0,0.013677112573143538,0.0,0.0
chest,0.036860918890180845,0.0,0.0,0.009927874154422043,0.007475808851221418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002071760048919458,0.0,0.0,0.018802791959132658,0.0,0.0,0.03354011538656096,0.0,0.0,0.006364021893860284,0.0,0.0,0.0018522153273175452,0.0,0.0,0.0268031159676621,0.01632874038556257,0.014951617702442835,0.0,0.0,0.0,0.0,0.011129903760562828,0.0,0.0,0.0,0.0,0.0,0.0,0.0129269194719037,0.06053581801476855,0.0,0.004630538318293863,0.0,0.0,0.0,0.0,0.0,0.0,0.004963937077211021,0.0,0.0,0.026264217339740853,0.0,0.0,0.0,0.024819685386055106,0.012493130227880086,0.0,0.0,0.005303351578216904,0.004323987001054896,0.0,0.0,0.0,0.0053490701263049795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013488959448942992,0.0,0.0,0.0,0.0,0.011490595086136623,0.0,0.0,0.0,0.009473162361089735,0.0,0.006497299839281442,0.015052369843294876,0.0,0.024819685386055106,0.0,0.0,0.011781496227557803,0.006113223001491405,0.0041092194347773356,0.038184131363161705,0.0,0.019240066190740392,0.016116678822113706,0.012663104788803625,0.006590669346500106,0.0029407210173051077,0.00873932584016025,0.0,0.0,0.0,0.013416046154624382,0.0,0.0,0.0,0.0,0.0,0.0,0.002445289200596562,0.022563350350959185,0.00838502884664024,0.010744452548075803,0.0,0.0,0.0,0.0059662705254940164,0.014264187003479945,0.0,0.004773016420395213,0.0,0.0,0.0,0.0,0.013788714103363948,0.005602637784662552,0.013788714103363948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015512303366284442,0.0,0.010516815841548774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002359285683085086,0.0,0.0,0.014686204370446808,0.013343916874223176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03649953733243398,0.0,0.005503256183160777,0.0,0.008191315308929078,0.010698140252609959,0.0,0.008403956676993828,0.0,0.008801306874487626
began,0.0153752836729905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time,0.003688949270227086,0.000766108038984789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014148754795934266,0.0,0.0,0.0018660294305155377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013799402825664282,0.0,0.005004858039755852,0.0,0.0,0.004828300772694631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018785741661828687,0.01774208934728265,0.0,0.0,0.04709627649770254,0.03492973840246272,0.007762164089436159,0.0,0.0,0.0,0.0,0.030623332298049505,0.0,0.004471006515515228,0.012997111963707057,0.0,0.013413019546545684,0.0,0.0,0.0,0.0,0.0,0.0,0.01117751628878807,0.0,0.00947247143117633,0.013799402825664282,0.0,0.0038946049786718014,0.0015311666149024753,0.00380835307965522,0.0,0.0,0.0,0.0,0.0,0.0,0.0040352044363855845,0.0,0.0,0.0,0.0,0.0,0.0,0.014707258274721144,0.0,0.0,0.010349552119248212,0.0,0.0,0.0,0.010349552119248212,0.0,0.0,0.0,0.0,0.0,0.0,0.004519211437515392,0.0,0.0,0.0,0.0,0.007074377397967133,0.0,0.0,0.005732059635275933,0.0,0.0,0.0,0.0,0.002793506101540286,0.005297401084733683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010747611816142375,0.0,0.0033036993957009076,0.02032275688870558,0.00755237587080275,0.0048387516401679955,0.0,0.0,0.0,0.005373805908071187,0.0,0.0,0.00429904472645695,0.0,0.0,0.021916698605466804,0.0,0.0,0.005046282748888519,0.012419462543097856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029806710103434855,0.020699104238496423,0.0,0.0,0.03387126148117597,0.0,0.004006278239708986,0.0034658965236552155,0.05198844785482823,0.04859789690777421,0.013971895360985087,0.0,0.00947247143117633,0.0,0.0,0.0,0.0,0.0,0.0,0.012193654133223349,0.0,0.0,0.02328649226830848,0.0,0.0,0.0,0.0,0.0,0.0066139149637799224,0.004006278239708986,0.0,0.013413019546545684,0.004170715033129877,0.0,0.0,0.0,0.023781949550612913,0.0,0.0,0.0,0.0,0.00585210276899899,0.016682860132519507,0.0,0.0,0.03320054343204377,0.018629193814646783,0.031048656357744637,0.018629193814646783,0.06096827066611674,0.025994223927414115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003688949270227086,0.0032119299680425486,0.0,0.0025231413744442595,0.0,0.0
drop,0.01602991420109848,0.001479571701449346,0.0062150531067598725,0.0,0.0,0.0,0.011860962156124153,0.0060298746156832285,0.01713250089217933,0.0,0.008302673509286906,0.006831313646881632,0.0,0.05996375312262765,0.0036038315733131817,0.0,0.011992750624525532,0.016353750851625725,0.006918894591072422,0.0018869712521106606,0.014585777786585107,0.0,0.0,0.002767557836428969,0.0066626392358475174,0.01173203865442715,0.004832899505405812,0.0,0.0,0.002331204225069758,0.0,0.0,0.0,0.010976415825836926,0.0,0.0,0.0024200617852181564,0.004535073765576881,0.012849375669134497,0.008054832509009685,0.005396737781036489,0.001515937578942834,0.0028108009276231714,0.007495469140328457,0.013162775075698754,0.00252184008459649,0.002013708127252421,0.01775242691130424,0.0,0.009812250510975434,0.008634780449658383,0.012550552979154625,0.0,0.002158695112414596,0.0,0.0,0.008566250446089664,0.0,0.0,0.0,0.016190213343109466,0.0,0.0,0.013325278471695035,0.002306298197024141,0.0009401982196927682,0.008132070628959093,0.021145650590091866,0.004775874142510167,0.0,0.0399758354150851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00473398050968113,0.007878449315381736,0.0,0.01998791770754255,0.08994562968394149,0.0,0.006831313646881632,0.009993958853771275,0.0,0.005930481078062076,0.03481766310346122,0.01235894148328967,0.020237766678886833,0.008476551488538988,0.0007273231510830848,0.0,0.010793475562072979,0.021586951124145957,0.0,0.008539142058602041,0.0026584915177519652,0.0,0.002767557836428969,0.0,0.004183517659718208,0.007008750364982454,0.016520625860315784,0.007081005523384334,0.015346173784937883,0.007601039128220408,0.005423857066368331,0.0,0.01704232983485207,0.0029171555573170214,0.0,0.0,0.0,0.0,0.010378341886608633,0.029981876561313826,0.0,0.0,0.003646444446646277,0.004672500243321636,0.0,0.0,0.010902500567750485,0.0051891709433043165,0.0031015734373772926,0.0,0.0020756683773217265,0.0,0.03679593941615788,0.04232735514538423,0.0,0.0,0.0012182252327396137,0.0,0.0,0.02891109525555262,0.01779144323418623,0.012265313138719295,0.015419250802961398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009671573084294783,0.0,0.07530331787492775,0.0469281546177086,0.0,0.0,0.00457350659409872,0.0,0.056807766116173566,0.04375733335975532,0.0,0.028218236763589487,0.022027501147087708,0.001962450102195087,0.021373218934797978,0.02753437643385964,0.04497281484197074,0.009812250510975434,0.002176103943966326,0.009233961982762055,0.0,0.0,0.015966679825551743,0.0,0.008302673509286906,0.012952170674487574,0.024164497527029056,0.005802943850576871,0.004088437712906431,0.06349103271807634,0.022964841621431867,0.008302673509286906,0.004387591691899585,0.0,0.005396737781036489,0.011302068651385319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017903869415760866,0.03174551635903817,0.0,0.009572927327780912,0.0028706052026789834,0.01602991420109848,0.004652360156065939,0.0,0.0073093513964376826,0.013162775075698754,0.0
tree,0.06480032855042041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02288403211046315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0798150388242983,0.030583332633609628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051399213483710425,0.013230794845537321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00102231071283856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leav,0.10214928361331822,0.0,0.009901226146780365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018965216259090333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0629090100301533,0.012052660800169555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011117540565673642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05401611332432011,0.003476104327811705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002417309663764091,0.006112012822834799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007623456387890498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678755108220075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03849655837666097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007411693710449095,0.010154603981245217,0.0,0.0,0.0
